State,Grade,Standard ID,Standard Text,Project Name,Course Name
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",4.2 Gabby the Chatbot,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,4.3 Horoscope,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,4.3 Horoscope,Intro to Python
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",4.3 Horoscope,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",4.3 Horoscope,Intro to Python
CSTA,6-8,2-AP-15,Seek and incorporate feedback from team members and users to refine a solution that meets user needs.,4.3 Horoscope,Intro to Python
CSTA,6-8,2-AP-16,"Incorporate existing code, media, and libraries into original programs, and give attribution.",4.3 Horoscope,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,4.3 Horoscope,Intro to Python
CSTA,6-8,2-AP-18,Distribute tasks and maintain a project timeline when collaboratively developing computational artifacts.,4.3 Horoscope,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",4.3 Horoscope,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,4.3 Horoscope,Intro to Python
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",4.3 Horoscope,Intro to Python
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",4.3 Horoscope,Intro to Python
CSTA,9-10,3A-AP-19,"Document programs in order to make them easier to follow, test, and debug.",4.3 Horoscope,Intro to Python
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,4.3 Horoscope,Intro to Python
CSTA,9-10,3A-AP-22,Design and develop computational artifacts working in team roles using collaborative tools.,4.3 Horoscope,Intro to Python
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",4.3 Horoscope,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,4.4 Collaborative Sentence,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,4.4 Collaborative Sentence,Intro to Python
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",4.4 Collaborative Sentence,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",4.4 Collaborative Sentence,Intro to Python
CSTA,6-8,2-AP-16,"Incorporate existing code, media, and libraries into original programs, and give attribution.",4.4 Collaborative Sentence,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,4.4 Collaborative Sentence,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",4.4 Collaborative Sentence,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,4.4 Collaborative Sentence,Intro to Python
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",4.4 Collaborative Sentence,Intro to Python
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",4.4 Collaborative Sentence,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,4.5 Wizard Batttle,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,4.5 Wizard Batttle,Intro to Python
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",4.5 Wizard Batttle,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",4.5 Wizard Batttle,Intro to Python
CSTA,6-8,2-AP-16,"Incorporate existing code, media, and libraries into original programs, and give attribution.",4.5 Wizard Batttle,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,4.5 Wizard Batttle,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",4.5 Wizard Batttle,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,4.5 Wizard Batttle,Intro to Python
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",4.5 Wizard Batttle,Intro to Python
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",4.5 Wizard Batttle,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,4.6 Rock Paper Scissors,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,4.6 Rock Paper Scissors,Intro to Python
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",4.6 Rock Paper Scissors,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",4.6 Rock Paper Scissors,Intro to Python
CSTA,6-8,2-AP-16,"Incorporate existing code, media, and libraries into original programs, and give attribution.",4.6 Rock Paper Scissors,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,4.6 Rock Paper Scissors,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",4.6 Rock Paper Scissors,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,4.6 Rock Paper Scissors,Intro to Python
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",4.6 Rock Paper Scissors,Intro to Python
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",4.6 Rock Paper Scissors,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,Capstone #2 Media Recommender,Intro to Python
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,Capstone #2 Media Recommender,Intro to Python
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",Capstone #2 Media Recommender,Intro to Python
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",Capstone #2 Media Recommender,Intro to Python
CSTA,6-8,2-AP-15,Seek and incorporate feedback from team members and users to refine a solution that meets user needs.,Capstone #2 Media Recommender,Intro to Python
CSTA,6-8,2-AP-16,"Incorporate existing code, media, and libraries into original programs, and give attribution.",Capstone #2 Media Recommender,Intro to Python
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,Capstone #2 Media Recommender,Intro to Python
CSTA,6-8,2-AP-18,Distribute tasks and maintain a project timeline when collaboratively developing computational artifacts.,Capstone #2 Media Recommender,Intro to Python
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",Capstone #2 Media Recommender,Intro to Python
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,Capstone #2 Media Recommender,Intro to Python
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",Capstone #2 Media Recommender,Intro to Python
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",Capstone #2 Media Recommender,Intro to Python
CSTA,9-10,3A-AP-19,"Document programs in order to make them easier to follow, test, and debug.",Capstone #2 Media Recommender,Intro to Python
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,Capstone #2 Media Recommender,Intro to Python
CSTA,9-10,3A-AP-22,Design and develop computational artifacts working in team roles using collaborative tools.,Capstone #2 Media Recommender,Intro to Python
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",Capstone #2 Media Recommender,Intro to Python
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,5.1 Video Prompter,Intro to Python
